회사명,발전기명,호기,설비용량,회원구분,급전방식,발전원,발전종류,사업구분,광역지역,세부지역
사산5호태양광발전소,사산5호태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산6호태양광발전소,사산6호태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산7호태양광발전소,사산7호태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산8호태양광발전소,사산8호태양광발전소,1,0.0996,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산길발전소,사산길발전소,1,0.017,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 김제시
사산다태양광발전소,사산다태양광발전소,1,0.09886,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산리에너지1,사산리에너지1,1,0.0999,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산리에너지2,사산리에너지2,1,0.0999,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산리태양광발전소1,사산리태양광발전소1,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산리태양광발전소2,사산리태양광발전소2,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산리햇빛농장태양광발전소,사산리햇빛농장태양광발전소,1,0.099365,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 부안군
사산신흥1호태양광발전소,사산신흥1호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 부안군
사산신흥2호태양광발전소,사산신흥2호태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,전북,전북특별자치도 부안군
사산에너지10태양광발전소,사산에너지10태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지11태양광,사산에너지11태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지12태양광발전소,사산에너지12태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지13태양광,사산에너지13태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지14태양광,사산에너지14태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지15태양광,사산에너지15태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지16,사산에너지16,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지17태양광,사산에너지17태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지18태양광,사산에너지18태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지19태양광,사산에너지19태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지1태양광발전소,사산에너지1태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지20태양광,사산에너지20태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지21태양광,사산에너지21태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지22태양광,사산에너지22태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지23태양광,사산에너지23태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지24태양광,사산에너지24태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지25태양광,사산에너지25태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지26태양광,사산에너지26태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지27태양광,사산에너지27태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지28태양광,사산에너지28태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지29호태양광,사산에너지29호태양광,1,0.0999,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지2태양광발전소,사산에너지2태양광발전소,1,0.0999,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지30태양광,사산에너지30태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지31호태양광발전,사산에너지31호태양광발전,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지32 태양광,사산에너지32 태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지33태양광,사산에너지33태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지34태양광,사산에너지34태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지35태양광,사산에너지35태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지36태양광,사산에너지36태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지38태양광,사산에너지38태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지39태양광,사산에너지39태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지3태양광발전소,사산에너지3태양광발전소,1,0.0999,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지40호태양광발전,사산에너지40호태양광발전,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지41태양광,사산에너지41태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지42태양광,사산에너지42태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지43태양광,사산에너지43태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지44호태양광,사산에너지44호태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지45태양광,사산에너지45태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지46태양광,사산에너지46태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지47태양광발전소,사산에너지47태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지48태양광,사산에너지48태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지49,사산에너지49,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지4태양광발전소,사산에너지4태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지50태양광,사산에너지50태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지51호태양광발전,사산에너지51호태양광발전,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지52태양광,사산에너지52태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지53태양광,사산에너지53태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지54태양광,사산에너지54태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지55태양광,사산에너지55태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지56호태양광발전,사산에너지56호태양광발전,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지57태양광,사산에너지57태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지58태양광,사산에너지58태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지59태양광,사산에너지59태양광,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지5태양광발전소,사산에너지5태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지60,사산에너지60,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지61,사산에너지61,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지62,사산에너지62,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지63,사산에너지63,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지64,사산에너지64,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지65,사산에너지65,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지66,사산에너지66,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지67태양광발전소,사산에너지67태양광발전소,1,0.0999,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지68태양광발전소,사산에너지68태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지69,사산에너지69,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
사산에너지6태양광발전소,사산에너지6태양광발전소,1,0.099,비회원,비중앙,태양에너지,신재생,발전사업,충남,충청남도 부여군
